,seance_ID,groupe_ID,file_ID,messageID,role,utterance_num,message,forme,ton,content,nature,formv2
23,1,4,1db9dee2-2702-457f-aa07-6b60589446ce,23,Navigator,0,Bonjour,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
24,1,4,1db9dee2-2702-457f-aa07-6b60589446ce,24,Driver,0,tu pense si je fais un for in in range avec un for j in range dedans ça peut marcher? ,question,neutral,relatedToProgramming_relatedToTask,askingForHelp,question
25,1,4,1db9dee2-2702-457f-aa07-6b60589446ce,25,Navigator,0,oui ,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
26,1,4,1db9dee2-2702-457f-aa07-6b60589446ce,26,Driver,0,tu veux editer?,question,neutral,notRelatedToProgramming_Other,askingForHelp,question
27,1,4,1db9dee2-2702-457f-aa07-6b60589446ce,27,Navigator,0,comme tu veux,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
28,1,4,1db9dee2-2702-457f-aa07-6b60589446ce,28,Driver,0,je teste si ça marche pas on echange,positiveSentence,neutral,notRelatedToProgramming_Other,noFeedback,neutral
29,1,4,1db9dee2-2702-457f-aa07-6b60589446ce,29,Navigator,0,vsy ,neutral,neutral,notRelatedToProgramming_Other,noFeedback,neutral
30,1,4,1db9dee2-2702-457f-aa07-6b60589446ce,30,Navigator,0,"en vrai c'est pas mieux de faire un ""if len(a) != len(b)""",positiveSentence,neutral,relatedToProgramming_relatedToTask,correctResponse,neutral
31,1,4,1db9dee2-2702-457f-aa07-6b60589446ce,31,Driver,0,tu veux teste?,question,neutral,notRelatedToProgramming_Other,askingForHelp,question
32,1,4,1db9dee2-2702-457f-aa07-6b60589446ce,32,Driver,0,demande l'édition,imperativeSentence,neutral,notRelatedToProgramming_Other,askingForHelp,imperativeSentence
33,1,4,1db9dee2-2702-457f-aa07-6b60589446ce,33,Navigator,0,vsy je teste le code,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
34,1,4,1db9dee2-2702-457f-aa07-6b60589446ce,34,Navigator,0,quand je teste le code il me disent y'a des erreurs de type,negativeSentence,neutral,relatedToProgramming_notRelatedToTask,errors,neutral
35,1,4,1db9dee2-2702-457f-aa07-6b60589446ce,35,Navigator,0,pour int,neutral,neutral,notRelatedToProgramming_Other,noFeedback,neutral
36,1,4,1db9dee2-2702-457f-aa07-6b60589446ce,36,Navigator,0,je sais pas pk,negativeSentence,neutral,notRelatedToProgramming_Other,noFeedback,neutral
37,1,4,1db9dee2-2702-457f-aa07-6b60589446ce,37,Driver,0,demande a éditer je te passe la main tu teste ce que tu as dis,positiveSentence,neutral,notRelatedToProgramming_Other,askingForHelp,neutral
38,1,4,1db9dee2-2702-457f-aa07-6b60589446ce,38,Navigator,0,vsy je sauvegarde juste le ocde que t'a déja fait,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
39,1,4,1db9dee2-2702-457f-aa07-6b60589446ce,39,Driver,0,ok,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
40,1,4,1db9dee2-2702-457f-aa07-6b60589446ce,40,Driver,0,je supprime,imperativeSentence,neutral,notRelatedToProgramming_Other,askingForHelp,imperativeSentence
41,1,4,1db9dee2-2702-457f-aa07-6b60589446ce,41,Navigator,0,c bon t'as la main,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
42,1,4,1db9dee2-2702-457f-aa07-6b60589446ce,42,Driver,0,"je crois c'est bon , je suis pas sur",negativeSentence,neutral,notRelatedToProgramming_Other,noFeedback,neutral
43,1,4,1db9dee2-2702-457f-aa07-6b60589446ce,43,Driver,0,tu peux tester?,question,neutral,notRelatedToProgramming_Other,askingForHelp,question
44,1,4,1db9dee2-2702-457f-aa07-6b60589446ce,44,Navigator,0,il y a des erreurs sur plusieurs lignes mais le dernier j'ai pas,negativeSentence,neutral,relatedToProgramming_notRelatedToTask,errors,neutral
45,1,4,1db9dee2-2702-457f-aa07-6b60589446ce,45,Navigator,0,sur le return positions,neutral,neutral,relatedToProgramming_notRelatedToTask,errors,neutral
46,1,4,1db9dee2-2702-457f-aa07-6b60589446ce,46,Navigator,0,on fini l'activité ducoup?,question,neutral,notRelatedToProgramming_Other,askingForHelp,question
47,1,5,21e2b819-a9e1-47a8-853f-2d5bc818ccad,47,Driver,0,Il y a quelqu'un,negativeSentence,neutral,notRelatedToProgramming_Other,noFeedback,neutral
48,1,5,21e2b819-a9e1-47a8-853f-2d5bc818ccad,48,Navigator,0,oui,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
49,1,7,2855677e-e74f-4a3f-82d7-be74864de417,49,Driver,0,Yo!,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
50,1,7,2855677e-e74f-4a3f-82d7-be74864de417,50,Navigator,0,OUI,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
51,1,7,2855677e-e74f-4a3f-82d7-be74864de417,51,Navigator,0,",????",neutral,neutral,notRelatedToProgramming_Other,noFeedback,neutral
52,1,7,2855677e-e74f-4a3f-82d7-be74864de417,52,Driver,0,Oui,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
53,1,7,2855677e-e74f-4a3f-82d7-be74864de417,53,Navigator,0,C'est bon pour toi,positiveSentence,positiveTone,notRelatedToProgramming_Other,motivationnalFeedback,neutral
54,1,7,2855677e-e74f-4a3f-82d7-be74864de417,54,Driver,0,C'est bon,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
55,1,7,2855677e-e74f-4a3f-82d7-be74864de417,55,Driver,0,Est ce que faut vérifié si les listes sont de la même longueur ?,question,neutral,relatedToProgramming_relatedToTask,askingForHelp,neutral
56,1,9,2ccf746f-62b9-4690-8bff-59c49fb2c310,77,Driver,0,salut,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
57,1,9,2ccf746f-62b9-4690-8bff-59c49fb2c310,78,Navigator,0,salut ,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
58,1,9,2ccf746f-62b9-4690-8bff-59c49fb2c310,79,Navigator,0,tu sais coder ou pas du tout ? ,question,positiveTone,notRelatedToProgramming_Other,askingForHelp,neutral
59,1,9,2ccf746f-62b9-4690-8bff-59c49fb2c310,80,Driver,0,"pas forcément, j'ai juste la base des bases",negativeSentence,positiveTone,notRelatedToProgramming_Other,responseValidity,neutral
60,1,9,2ccf746f-62b9-4690-8bff-59c49fb2c310,81,Navigator,0,okay ,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
61,1,9,2ccf746f-62b9-4690-8bff-59c49fb2c310,82,Navigator,0,et la ta compris un peu le contexte ? ,question,positiveTone,notRelatedToProgramming_Other,askingForHelp,neutral
62,1,9,2ccf746f-62b9-4690-8bff-59c49fb2c310,83,Driver,0,je sais qu'il faut implémenter le tableau pour l'utiliser dans la fonction coincide,positiveSentence,positiveTone,relatedToProgramming_relatedToTask,taskKnowledge,neutral
63,1,9,2ccf746f-62b9-4690-8bff-59c49fb2c310,84,Navigator,0,masi tkt si tu sais pas faire je vais faire ,positiveSentence,positiveTone,notRelatedToProgramming_Other,motivationnalFeedback,neutral
64,1,9,2ccf746f-62b9-4690-8bff-59c49fb2c310,85,Driver,0,maintenant je vois ce qui est demandé,positiveSentence,positiveTone,notRelatedToProgramming_Other,responseValidity,neutral
65,1,9,2ccf746f-62b9-4690-8bff-59c49fb2c310,86,Navigator,0,ben je te laisse modifier si tu veux parce que je suis un peu perdu la ,positiveSentence,positiveTone,notRelatedToProgramming_Other,askingForHelp,neutral
66,1,9,2ccf746f-62b9-4690-8bff-59c49fb2c310,87,Navigator,0,c'est bon j'ai réussi ,positiveSentence,positiveTone,notRelatedToProgramming_Other,correctResponse,neutral
67,1,10,3008bd3a-9536-4403-9beb-cafbab44b6d4,88,Driver,0,salut,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
68,1,11,3d9b8d32-a503-46f5-a6f0-c40cb2ff7563,89,Navigator,0,yo ,neutral,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
69,1,11,3d9b8d32-a503-46f5-a6f0-c40cb2ff7563,90,Navigator,0,yo ,neutral,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
70,1,12,3dab45fa-b65c-42b5-a8b5-2bf16fcd59ab,91,Driver,0,Hello !!!,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
71,1,14,411e004c-d6f7-497c-a55e-5d2af066fe85,92,Navigator,0,Test,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
72,1,14,411e004c-d6f7-497c-a55e-5d2af066fe85,93,Navigator,0,Chef ta la notif ?,question,positiveTone,notRelatedToProgramming_Other,askingForHelp,neutral
73,1,14,411e004c-d6f7-497c-a55e-5d2af066fe85,94,Driver,0,sisi,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
74,1,14,411e004c-d6f7-497c-a55e-5d2af066fe85,95,Navigator,0,Ok Nice,positiveSentence,positiveTone,notRelatedToProgramming_Other,motivationnalFeedback,neutral
75,1,14,411e004c-d6f7-497c-a55e-5d2af066fe85,96,Navigator,0,Chef ??,question,positiveTone,notRelatedToProgramming_Other,askingForHelp,neutral
76,1,14,411e004c-d6f7-497c-a55e-5d2af066fe85,97,Driver,0,??,neutral,neutral,notRelatedToProgramming_Other,noFeedback,neutral
77,1,14,411e004c-d6f7-497c-a55e-5d2af066fe85,98,Navigator,0,Ta eu une deco en dirait,positiveSentence,positiveTone,notRelatedToProgramming_Other,motivationnalFeedback,neutral
78,1,14,411e004c-d6f7-497c-a55e-5d2af066fe85,99,Driver,0,comment ca,question,positiveTone,notRelatedToProgramming_Other,askingForHelp,neutral
79,1,14,411e004c-d6f7-497c-a55e-5d2af066fe85,100,Navigator,0,Je sais ça écris,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
80,1,14,411e004c-d6f7-497c-a55e-5d2af066fe85,101,Navigator,0,Ça,neutral,neutral,notRelatedToProgramming_Other,noFeedback,neutral
81,1,14,411e004c-d6f7-497c-a55e-5d2af066fe85,102,Navigator,0,C t,neutral,neutral,notRelatedToProgramming_Other,noFeedback,neutral
82,1,14,411e004c-d6f7-497c-a55e-5d2af066fe85,103,Driver,0,non meme pas hein ,negativeSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
83,1,14,411e004c-d6f7-497c-a55e-5d2af066fe85,104,Navigator,0,hmm Ça doit être ça ,positiveSentence,positiveTone,notRelatedToProgramming_Other,motivationnalFeedback,neutral
84,1,14,411e004c-d6f7-497c-a55e-5d2af066fe85,105,Driver,0,jai meme pas deco,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
85,1,14,411e004c-d6f7-497c-a55e-5d2af066fe85,106,Navigator,0,C pas grave,positiveSentence,positiveTone,notRelatedToProgramming_Other,motivationnalFeedback,neutral
86,1,14,411e004c-d6f7-497c-a55e-5d2af066fe85,107,Driver,0,tu fais quelque chose ?,question,positiveTone,notRelatedToProgramming_Other,askingForHelp,neutral
87,1,14,411e004c-d6f7-497c-a55e-5d2af066fe85,108,Navigator,0,La c fini non ?,question,positiveTone,notRelatedToProgramming_Other,askingForHelp,neutral
88,1,15,632e79bc-1b7f-4d38-b002-90e2c30cdeb0,109,Driver,0,ya quelqu'un ?,question,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
89,1,15,632e79bc-1b7f-4d38-b002-90e2c30cdeb0,110,Navigator,0,oui je suis la !,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
90,1,15,632e79bc-1b7f-4d38-b002-90e2c30cdeb0,111,Navigator,0,ça va ?,question,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
91,1,15,632e79bc-1b7f-4d38-b002-90e2c30cdeb0,112,Driver,0,ouais tranquille,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
92,1,15,632e79bc-1b7f-4d38-b002-90e2c30cdeb0,113,Navigator,0,sache que pour t'aider a codé ça va être compliqué,negativeSentence,negativeTone,notRelatedToProgramming_Other,motivationnalFeedback,neutral
93,1,15,632e79bc-1b7f-4d38-b002-90e2c30cdeb0,114,Driver,0,comment sa :(,question,negativeTone,notRelatedToProgramming_Other,askingForHelp,neutral
94,1,15,632e79bc-1b7f-4d38-b002-90e2c30cdeb0,115,Navigator,0,je comprend rien ,negativeSentence,negativeTone,notRelatedToProgramming_Other,noFeedback,neutral
95,1,15,632e79bc-1b7f-4d38-b002-90e2c30cdeb0,116,Driver,0,ah merde ,negativeSentence,negativeTone,notRelatedToProgramming_Other,noFeedback,neutral
96,1,15,632e79bc-1b7f-4d38-b002-90e2c30cdeb0,117,Driver,0,bah le code est bon ,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
97,1,15,632e79bc-1b7f-4d38-b002-90e2c30cdeb0,118,Driver,0,si tu veux que je t'explique un truc,question,positiveTone,notRelatedToProgramming_Other,askingForHelp,neutral
98,1,15,632e79bc-1b7f-4d38-b002-90e2c30cdeb0,119,Navigator,0,ah t'a fini ?,question,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
99,1,15,632e79bc-1b7f-4d38-b002-90e2c30cdeb0,120,Navigator,0,wesh tu va grave vite,positiveSentence,positiveTone,notRelatedToProgramming_Other,motivationnalFeedback,neutral
100,1,15,632e79bc-1b7f-4d38-b002-90e2c30cdeb0,121,Driver,0,oui :),positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
101,1,15,632e79bc-1b7f-4d38-b002-90e2c30cdeb0,122,Navigator,0,bah gg :),positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
102,1,15,632e79bc-1b7f-4d38-b002-90e2c30cdeb0,123,Driver,0,nice,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
103,1,15,632e79bc-1b7f-4d38-b002-90e2c30cdeb0,124,Driver,0,nice,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
104,1,15,632e79bc-1b7f-4d38-b002-90e2c30cdeb0,125,Navigator,0,bah gg :),positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
105,1,16,65334e65-1ac0-448e-8566-f9c8e412c814,126,Driver,0,"stp tu peux faire, parce que je sais pas trop programmer",negativeSentence,positiveTone,notRelatedToProgramming_relativeToRoles,askingForHelp,question
106,1,16,65334e65-1ac0-448e-8566-f9c8e412c814,127,Navigator,0,pareille mais essaye sur chat à tout moment ça passe ,positiveSentence,positiveTone,notRelatedToProgramming_Other,motivationnalFeedback,neutral
107,1,16,65334e65-1ac0-448e-8566-f9c8e412c814,128,Driver,0,d'accord,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
108,1,16,65334e65-1ac0-448e-8566-f9c8e412c814,129,Navigator,0,t'es vers dans la salle ,positiveSentence,positiveTone,notRelatedToProgramming_relativeToRoles,taskKnowledge,neutral
109,1,16,65334e65-1ac0-448e-8566-f9c8e412c814,130,Navigator,0,alors ça donne quoi ,positiveSentence,positiveTone,notRelatedToProgramming_Other,askingForHelp,question
110,1,16,65334e65-1ac0-448e-8566-f9c8e412c814,131,Driver,0,tout devant ,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
111,1,16,65334e65-1ac0-448e-8566-f9c8e412c814,132,Navigator,0,alors ça donne quoi ,positiveSentence,positiveTone,notRelatedToProgramming_Other,askingForHelp,question
112,1,16,65334e65-1ac0-448e-8566-f9c8e412c814,133,Driver,0,tout devant ,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
113,1,16,65334e65-1ac0-448e-8566-f9c8e412c814,134,Driver,0,j'essaye encore,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
114,1,16,65334e65-1ac0-448e-8566-f9c8e412c814,135,Navigator,0,d'acccord vas y essaye de faire de ton mieux ,positiveSentence,positiveTone,notRelatedToProgramming_Other,motivationnalFeedback,neutral
115,1,18,67053c7c-b4b3-4025-a73b-da13df32da89,136,Driver,0,SLT SLT,positiveSentence,positiveTone,notRelatedToProgramming_relativeToRoles,noFeedback,neutral
116,1,18,67053c7c-b4b3-4025-a73b-da13df32da89,137,Driver,0,tg,neutral,neutral,notRelatedToProgramming_Other,noFeedback,neutral
117,1,18,67053c7c-b4b3-4025-a73b-da13df32da89,138,Driver,0,deso ,neutral,neutral,notRelatedToProgramming_Other,noFeedback,neutral
118,1,18,67053c7c-b4b3-4025-a73b-da13df32da89,139,Driver,0,c'est pas moi,negativeSentence,neutral,notRelatedToProgramming_Other,noFeedback,neutral
119,1,18,67053c7c-b4b3-4025-a73b-da13df32da89,140,Driver,0,#help,neutral,neutral,notRelatedToProgramming_Other,askingForHelp,neutral
120,1,18,67053c7c-b4b3-4025-a73b-da13df32da89,141,Driver,0,#help,neutral,neutral,notRelatedToProgramming_Other,askingForHelp,neutral
121,1,19,6d3f363c-5cb5-41ac-9d87-979a941649b1,142,Navigator,0,coucou,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
122,1,19,6d3f363c-5cb5-41ac-9d87-979a941649b1,143,Driver,0,BONJOUR,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
123,1,19,6d3f363c-5cb5-41ac-9d87-979a941649b1,144,Driver,0,BONJOUR,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
124,1,20,6dc37b8a-c641-4cb6-9e79-3b599b0037e4,145,Navigator,0,salut,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
125,1,21,73c73ed4-1392-4d41-96ff-a33efba248af,146,Driver,0,salut,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
126,1,21,73c73ed4-1392-4d41-96ff-a33efba248af,147,Navigator,0,yo ,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
127,1,21,73c73ed4-1392-4d41-96ff-a33efba248af,148,Driver,0,ça va,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
128,1,21,73c73ed4-1392-4d41-96ff-a33efba248af,149,Driver,0,ça va,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
129,1,21,73c73ed4-1392-4d41-96ff-a33efba248af,150,Driver,0,ça va,positiveSentence,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
130,1,22,76bf759a-6f40-4826-8bf4-bd95b8591c3c,151,Driver,0,wshhh,neutral,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
131,1,22,76bf759a-6f40-4826-8bf4-bd95b8591c3c,152,Navigator,0,slt,neutral,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
132,1,22,76bf759a-6f40-4826-8bf4-bd95b8591c3c,153,Driver,0,ca va ?,question,positiveTone,notRelatedToProgramming_Other,noFeedback,question
133,1,22,76bf759a-6f40-4826-8bf4-bd95b8591c3c,154,Navigator,0,oui et toi?,question,positiveTone,notRelatedToProgramming_Other,noFeedback,question
134,1,22,76bf759a-6f40-4826-8bf4-bd95b8591c3c,155,Driver,0,trkl leve la main la xD ,neutral,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
135,1,22,76bf759a-6f40-4826-8bf4-bd95b8591c3c,156,Navigator,0,pourquoi faire,question,positiveTone,notRelatedToProgramming_Other,noFeedback,question
136,1,22,76bf759a-6f40-4826-8bf4-bd95b8591c3c,157,Driver,0,voir tes qui le s,neutral,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
137,1,22,76bf759a-6f40-4826-8bf4-bd95b8591c3c,158,Driver,0,nan,neutral,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
138,1,22,76bf759a-6f40-4826-8bf4-bd95b8591c3c,159,Navigator,0,t'as une idéee,question,positiveTone,notRelatedToProgramming_Other,askingForHelp,question
139,1,22,76bf759a-6f40-4826-8bf4-bd95b8591c3c,160,Navigator,0,j'ai plus d'idée,neutral,positiveTone,notRelatedToProgramming_Other,noFeedback,neutral
140,1,25,85afd331-d74c-450d-9409-0ada01d9e617,161,Navigator,0,Utilise append pour ajouter un élément dans une liste,positiveSentence,positiveTone,relatedToProgramming_relatedToTask,taskKnowledge,neutral
141,1,25,85afd331-d74c-450d-9409-0ada01d9e617,162,Navigator,0,Utilise append pour ajouter un élément dans une liste,positiveSentence,positiveTone,relatedToProgramming_relatedToTask,taskKnowledge,neutral
142,1,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,163,Navigator,0,Je suis nulle je m'excuse d'avance pour mon incompétence,negativeSentence,negativeTone,notRelatedToProgramming_relativeToRoles,askingForHelp,neutral
143,1,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,164,Driver,0,ce n'est pas grave on vas essayer pour y arriver  ,positiveSentence,positiveTone,notRelatedToProgramming_Other,motivationnalFeedback,neutral
144,1,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,165,Navigator,0,commence,imperativeSentence,neutral,notRelatedToProgramming_Other,askingForHelp,neutral
145,1,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,166,Driver,0,mais par quoi ?,question,neutral,notRelatedToProgramming_Other,askingForHelp,neutral
146,1,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,167,Driver,0,ah je vois ok,positiveSentence,neutral,notRelatedToProgramming_Other,responseValidity,neutral
147,1,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,168,Driver,0,att une seconde tu es une fille ?,question,neutral,notRelatedToProgramming_Other,askingForHelp,neutral
148,1,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,169,Navigator,0,oui ?,question,neutral,notRelatedToProgramming_Other,askingForHelp,neutral
149,1,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,170,Driver,0,ah d'accord,positiveSentence,neutral,notRelatedToProgramming_Other,responseValidity,neutral
150,1,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,171,Navigator,0,j'ai fais 2ans de NSI au cas me sous estime pas trop,positiveSentence,neutral,notRelatedToProgramming_Other,taskKnowledge,neutral
151,1,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,172,Driver,0,bon vas y aller progressivement pour l'exo,positiveSentence,positiveTone,notRelatedToProgramming_Other,motivationnalFeedback,neutral
152,1,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,173,Navigator,0,au cas où*,neutral,neutral,notRelatedToProgramming_Other,noFeedback,neutral
153,1,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,174,Driver,0,d'accord ne t'inquite pas je suis du même cas ,positiveSentence,positiveTone,notRelatedToProgramming_Other,motivationnalFeedback,neutral
154,1,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,175,Navigator,0,commence gros ou laisse moi la main,imperativeSentence,neutral,notRelatedToProgramming_Other,askingForHelp,neutral
155,1,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,176,Driver,0,je te laisse la main si tu veux ,positiveSentence,positiveTone,notRelatedToProgramming_Other,motivationnalFeedback,neutral
156,1,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,177,Navigator,0,ok pour le début ça commence bien ,positiveSentence,positiveTone,notRelatedToProgramming_Other,responseValidity,neutral
157,1,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,178,Driver,0,"je réfléchis par quoi commencé, si tu sais : fais",neutral,neutral,notRelatedToProgramming_Other,noFeedback,neutral
158,1,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,179,Navigator,0,mais il faut que l'on parcours les deux tableaux ,negativeSentence,neutral,relatedToProgramming_relatedToTask,taskKnowledge,neutral
159,1,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,180,Navigator,0,et tu as raison pour le tableau vide,positiveSentence,neutral,relatedToProgramming_relatedToTask,responseValidity,neutral
