messageID,user,role,message,groupID,fileID,date,time,seanceID
59,182622.0,Driver,je te donne la main,7,2855677e-e74f-4a3f-82d7-be74864de417,2024-10-09,04:32:08,1
60,199277.0,Navigator,Merci!,7,2855677e-e74f-4a3f-82d7-be74864de417,2024-10-09,04:32:13,1
61,199277.0,Driver,je met en commentaire mon morceau,7,2855677e-e74f-4a3f-82d7-be74864de417,2024-10-09,04:32:22,1
62,182622.0,Navigator,ok,7,2855677e-e74f-4a3f-82d7-be74864de417,2024-10-09,04:32:29,1
63,182622.0,Navigator,complete le tableau,7,2855677e-e74f-4a3f-82d7-be74864de417,2024-10-09,04:33:41,1
64,199277.0,Driver,"wait, quand j'exécute ca fonctionne pas",7,2855677e-e74f-4a3f-82d7-be74864de417,2024-10-09,04:34:27,1
65,199277.0,Driver,"je te donne la main, j'ai pas compris ce que tu m'as dit",7,2855677e-e74f-4a3f-82d7-be74864de417,2024-10-09,04:34:36,1
66,182622.0,Navigator,att c'est noramal,7,2855677e-e74f-4a3f-82d7-be74864de417,2024-10-09,04:34:43,1
67,199277.0,Driver,"ca bug, je peut plus donner la main",7,2855677e-e74f-4a3f-82d7-be74864de417,2024-10-09,04:35:10,1
68,199277.0,Driver,hummm! regarde ca,7,2855677e-e74f-4a3f-82d7-be74864de417,2024-10-09,04:35:25,1
69,199277.0,Driver,bon je sais pas pourquoi,7,2855677e-e74f-4a3f-82d7-be74864de417,2024-10-09,04:35:53,1
70,199277.0,Driver,,7,2855677e-e74f-4a3f-82d7-be74864de417,2024-10-09,04:35:59,1
71,182622.0,Navigator,accepte,7,2855677e-e74f-4a3f-82d7-be74864de417,2024-10-09,04:36:10,1
72,199277.0,Navigator,ok,7,2855677e-e74f-4a3f-82d7-be74864de417,2024-10-09,04:36:21,1
73,199277.0,Navigator,ta pas besoin du return  [],7,2855677e-e74f-4a3f-82d7-be74864de417,2024-10-09,04:37:01,1
74,199277.0,Navigator,"bon on termine, tkt",7,2855677e-e74f-4a3f-82d7-be74864de417,2024-10-09,04:37:20,1
75,182622.0,Navigator,c'est ok ,7,2855677e-e74f-4a3f-82d7-be74864de417,2024-10-09,04:39:04,1
76,182622.0,Navigator,on fini,7,2855677e-e74f-4a3f-82d7-be74864de417,2024-10-09,04:39:08,1
77,189372.0,Driver,salut,9,2ccf746f-62b9-4690-8bff-59c49fb2c310,2024-10-09,04:28:45,1
78,185497.0,Navigator,salut ,9,2ccf746f-62b9-4690-8bff-59c49fb2c310,2024-10-09,04:29:07,1
79,185497.0,Navigator,tu sais coder ou pas dutout ? ,9,2ccf746f-62b9-4690-8bff-59c49fb2c310,2024-10-09,04:29:17,1
80,189372.0,Driver,"pas forcément, j'ai juste la base des bases",9,2ccf746f-62b9-4690-8bff-59c49fb2c310,2024-10-09,04:29:49,1
81,185497.0,Navigator,okay ,9,2ccf746f-62b9-4690-8bff-59c49fb2c310,2024-10-09,04:30:05,1
82,185497.0,Navigator,et la ta compris un peu le contexte ? ,9,2ccf746f-62b9-4690-8bff-59c49fb2c310,2024-10-09,04:30:17,1
83,189372.0,Driver,je sais qu''il faut implémenter le tableau pour l'utiliser dans la fonction coincide,9,2ccf746f-62b9-4690-8bff-59c49fb2c310,2024-10-09,04:31:08,1
84,185497.0,Navigator,masi tkt si tu sais pas faire je vais faire ,9,2ccf746f-62b9-4690-8bff-59c49fb2c310,2024-10-09,04:31:38,1
85,189372.0,Driver,maintenant je vois ce qui est demandé,9,2ccf746f-62b9-4690-8bff-59c49fb2c310,2024-10-09,04:34:37,1
86,185497.0,Navigator,ben je te laisse modifier si tu veux parce que je suis un peu perdu la ,9,2ccf746f-62b9-4690-8bff-59c49fb2c310,2024-10-09,04:35:54,1
87,185497.0,Navigator,c'est bon j'ai reussi ,9,2ccf746f-62b9-4690-8bff-59c49fb2c310,2024-10-09,04:51:28,1
88,182567.0,Driver,salut,10,3008bd3a-9536-4403-9beb-cafbab44b6d4,2024-10-09,04:35:26,1
89,188087.0,Navigator,yo ,11,3d9b8d32-a503-46f5-a6f0-c40cb2ff7563,2024-10-09,04:22:57,1
90,188087.0,Navigator,yo ,11,3d9b8d32-a503-46f5-a6f0-c40cb2ff7563,2024-10-09,04:35:21,1
91,154957.0,Driver,Hello !!!,12,3dab45fa-b65c-42b5-a8b5-2bf16fcd59ab,2024-10-09,04:19:13,1
92,133905.0,Navigator,Test,14,411e004c-d6f7-497c-a55e-5d2af066fe85,2024-10-09,04:27:04,1
93,133905.0,Navigator,Chef ta la notif ?,14,411e004c-d6f7-497c-a55e-5d2af066fe85,2024-10-09,04:29:31,1
94,194277.0,Driver,sisi,14,411e004c-d6f7-497c-a55e-5d2af066fe85,2024-10-09,04:29:39,1
95,133905.0,Navigator,Ok Nice,14,411e004c-d6f7-497c-a55e-5d2af066fe85,2024-10-09,04:29:51,1
96,133905.0,Navigator,Chef ??,14,411e004c-d6f7-497c-a55e-5d2af066fe85,2024-10-09,04:32:23,1
97,194277.0,Driver,??,14,411e004c-d6f7-497c-a55e-5d2af066fe85,2024-10-09,04:32:58,1
98,133905.0,Navigator,Ta eu une deco en dirait,14,411e004c-d6f7-497c-a55e-5d2af066fe85,2024-10-09,04:33:16,1
99,194277.0,Driver,comment ca,14,411e004c-d6f7-497c-a55e-5d2af066fe85,2024-10-09,04:33:26,1
100,133905.0,Navigator,Je sais ça écris,14,411e004c-d6f7-497c-a55e-5d2af066fe85,2024-10-09,04:33:39,1
101,133905.0,Navigator,Ça,14,411e004c-d6f7-497c-a55e-5d2af066fe85,2024-10-09,04:33:42,1
102,133905.0,Navigator,C t,14,411e004c-d6f7-497c-a55e-5d2af066fe85,2024-10-09,04:33:44,1
103,194277.0,Driver,non meme pas hein ,14,411e004c-d6f7-497c-a55e-5d2af066fe85,2024-10-09,04:34:11,1
104,133905.0,Navigator,hmm Ça doit être ça ,14,411e004c-d6f7-497c-a55e-5d2af066fe85,2024-10-09,04:35:27,1
105,194277.0,Driver,jai meme pas deco,14,411e004c-d6f7-497c-a55e-5d2af066fe85,2024-10-09,04:35:55,1
106,133905.0,Navigator,C pas grave,14,411e004c-d6f7-497c-a55e-5d2af066fe85,2024-10-09,04:36:37,1
107,194277.0,Driver,tu fais quelque chose ?,14,411e004c-d6f7-497c-a55e-5d2af066fe85,2024-10-09,04:36:55,1
108,133905.0,Navigator,La c fini non ?,14,411e004c-d6f7-497c-a55e-5d2af066fe85,2024-10-09,04:37:04,1
109,184187.0,Driver,ya quelqu'un ?,15,632e79bc-1b7f-4d38-b002-90e2c30cdeb0,2024-10-09,04:25:51,1
110,103277.0,Navigator,oui je suis la !,15,632e79bc-1b7f-4d38-b002-90e2c30cdeb0,2024-10-09,04:26:28,1
111,103277.0,Navigator,ça va ?,15,632e79bc-1b7f-4d38-b002-90e2c30cdeb0,2024-10-09,04:26:52,1
112,184187.0,Driver,ouais tranquille,15,632e79bc-1b7f-4d38-b002-90e2c30cdeb0,2024-10-09,04:27:31,1
113,103277.0,Navigator,sache que pour t'aider a codé ça va être compliqué,15,632e79bc-1b7f-4d38-b002-90e2c30cdeb0,2024-10-09,04:29:02,1
114,184187.0,Driver,comment sa :(,15,632e79bc-1b7f-4d38-b002-90e2c30cdeb0,2024-10-09,04:29:41,1
115,103277.0,Navigator,je comprend rien ,15,632e79bc-1b7f-4d38-b002-90e2c30cdeb0,2024-10-09,04:30:23,1
116,184187.0,Driver,ah merde ,15,632e79bc-1b7f-4d38-b002-90e2c30cdeb0,2024-10-09,04:30:30,1
117,184187.0,Driver,bah le code est bon ,15,632e79bc-1b7f-4d38-b002-90e2c30cdeb0,2024-10-09,04:30:35,1
118,184187.0,Driver,si tu veux que je t'explique un truc,15,632e79bc-1b7f-4d38-b002-90e2c30cdeb0,2024-10-09,04:31:03,1
119,103277.0,Navigator,ah t'a fini ?,15,632e79bc-1b7f-4d38-b002-90e2c30cdeb0,2024-10-09,04:31:13,1
120,103277.0,Navigator,wesh tu va grave vite,15,632e79bc-1b7f-4d38-b002-90e2c30cdeb0,2024-10-09,04:31:24,1
121,184187.0,Driver,oui :),15,632e79bc-1b7f-4d38-b002-90e2c30cdeb0,2024-10-09,04:31:28,1
122,103277.0,Navigator,bah gg :),15,632e79bc-1b7f-4d38-b002-90e2c30cdeb0,2024-10-09,04:31:58,1
123,184187.0,Driver,nice,15,632e79bc-1b7f-4d38-b002-90e2c30cdeb0,2024-10-09,04:32:04,1
124,184187.0,Driver,nice,15,632e79bc-1b7f-4d38-b002-90e2c30cdeb0,2024-10-09,04:35:19,1
125,103277.0,Navigator,bah gg :),15,632e79bc-1b7f-4d38-b002-90e2c30cdeb0,2024-10-09,04:35:26,1
126,141845.0,Driver,"stp tu peux faire, parce que je sais pas trop programmer",16,65334e65-1ac0-448e-8566-f9c8e412c814,2024-10-07,06:41:50,1
127,156001.0,Navigator,pareille mais essaye sur chat à tout moment ça passe ,16,65334e65-1ac0-448e-8566-f9c8e412c814,2024-10-07,06:42:42,1
128,141845.0,Driver,d'accord,16,65334e65-1ac0-448e-8566-f9c8e412c814,2024-10-07,06:43:42,1
129,156001.0,Navigator,t'es vers dans la salle ,16,65334e65-1ac0-448e-8566-f9c8e412c814,2024-10-07,06:43:57,1
130,156001.0,Navigator,alors ça donne quoi ,16,65334e65-1ac0-448e-8566-f9c8e412c814,2024-10-07,06:46:38,1
131,141845.0,Driver,tout devant ,16,65334e65-1ac0-448e-8566-f9c8e412c814,2024-10-07,06:47:40,1
132,156001.0,Navigator,alors ça donne quoi ,16,65334e65-1ac0-448e-8566-f9c8e412c814,2024-10-07,06:49:14,1
133,141845.0,Driver,tout devant ,16,65334e65-1ac0-448e-8566-f9c8e412c814,2024-10-07,06:49:14,1
134,141845.0,Driver,j'essaye encore,16,65334e65-1ac0-448e-8566-f9c8e412c814,2024-10-07,06:50:01,1
135,156001.0,Navigator,d'acccord vas y essaye de faire de ton mieux ,16,65334e65-1ac0-448e-8566-f9c8e412c814,2024-10-07,06:50:36,1
136,194587.0,Driver,SLT SLT,18,67053c7c-b4b3-4025-a73b-da13df32da89,2024-10-07,06:37:52,1
137,194587.0,Driver,tg,18,67053c7c-b4b3-4025-a73b-da13df32da89,2024-10-07,06:41:15,1
138,194587.0,Driver,deso ,18,67053c7c-b4b3-4025-a73b-da13df32da89,2024-10-07,06:41:17,1
139,194587.0,Driver,c'est pas moi,18,67053c7c-b4b3-4025-a73b-da13df32da89,2024-10-07,06:41:21,1
140,194587.0,Driver,#help,18,67053c7c-b4b3-4025-a73b-da13df32da89,2024-10-07,06:53:06,1
141,194587.0,Driver,#help,18,67053c7c-b4b3-4025-a73b-da13df32da89,2024-10-07,06:53:07,1
142,177441.0,Navigator,coucou,19,6d3f363c-5cb5-41ac-9d87-979a941649b1,2024-10-09,04:26:27,1
143,177041.0,Driver,BONJOUR,19,6d3f363c-5cb5-41ac-9d87-979a941649b1,2024-10-09,04:27:21,1
144,177041.0,Driver,BONJOUR,19,6d3f363c-5cb5-41ac-9d87-979a941649b1,2024-10-09,05:23:08,1
145,184697.0,Navigator,salut,20,6dc37b8a-c641-4cb6-9e79-3b599b0037e4,2024-10-09,04:18:00,1
146,194872.0,Driver,salut,21,73c73ed4-1392-4d41-96ff-a33efba248af,2024-10-08,13:05:29,1
147,184897.0,Navigator,yo ,21,73c73ed4-1392-4d41-96ff-a33efba248af,2024-10-08,13:05:37,1
148,194872.0,Driver,ça va,21,73c73ed4-1392-4d41-96ff-a33efba248af,2024-10-08,13:05:39,1
149,194872.0,Driver,ça va,21,73c73ed4-1392-4d41-96ff-a33efba248af,2024-10-08,13:20:59,1
150,194872.0,Driver,ça va,21,73c73ed4-1392-4d41-96ff-a33efba248af,2024-10-08,13:30:34,1
151,194277.0,Driver,wshhh,22,76bf759a-6f40-4826-8bf4-bd95b8591c3c,2024-10-09,04:19:29,1
152,145133.0,Navigator,slt,22,76bf759a-6f40-4826-8bf4-bd95b8591c3c,2024-10-09,04:19:39,1
153,194277.0,Driver,ca va ?,22,76bf759a-6f40-4826-8bf4-bd95b8591c3c,2024-10-09,04:19:54,1
154,145133.0,Navigator,oui et toi?,22,76bf759a-6f40-4826-8bf4-bd95b8591c3c,2024-10-09,04:20:05,1
155,194277.0,Driver,trkl leve la main la xD ,22,76bf759a-6f40-4826-8bf4-bd95b8591c3c,2024-10-09,04:20:26,1
156,145133.0,Navigator,pourquoi faire,22,76bf759a-6f40-4826-8bf4-bd95b8591c3c,2024-10-09,04:20:45,1
157,194277.0,Driver,voir tes qui le s,22,76bf759a-6f40-4826-8bf4-bd95b8591c3c,2024-10-09,04:21:06,1
158,194277.0,Driver,,22,76bf759a-6f40-4826-8bf4-bd95b8591c3c,2024-10-09,04:21:36,1
159,145133.0,Navigator,t'as une idéee,22,76bf759a-6f40-4826-8bf4-bd95b8591c3c,2024-10-09,04:28:57,1
160,145133.0,Navigator,j'ai plus d'idée,22,76bf759a-6f40-4826-8bf4-bd95b8591c3c,2024-10-09,04:31:13,1
161,192807.0,Navigator,Utilise append pour ajouter un élément dans une liste,25,85afd331-d74c-450d-9409-0ada01d9e617,2024-10-09,04:26:13,1
162,192807.0,Navigator,Utilise append pour ajouter un élément dans une liste,25,85afd331-d74c-450d-9409-0ada01d9e617,2024-10-09,04:35:31,1
163,192267.0,Navigator,Je suis nulle je m'excuse d'avance pour mon icompétence,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:23:56,1
164,205262.0,Driver,ce n'est pas grave on vas essayer pour y arriver  ,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:24:53,1
165,192267.0,Navigator,commence,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:26:08,1
166,205262.0,Driver,mais par quoi ?,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:26:39,1
167,205262.0,Driver,ah je vois ok,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:27:01,1
168,205262.0,Driver,att une seconde tu es une fille ?,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:27:21,1
169,192267.0,Navigator,oui ?,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:27:29,1
170,205262.0,Driver,ah d'accord,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:27:38,1
171,192267.0,Navigator,j'ai fais 2ans de NSI au cas me sous estime pas trop,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:27:54,1
172,205262.0,Driver,bon vas y aller progressivement pour l'exo,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:27:57,1
173,192267.0,Navigator,au cas où*,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:28:02,1
174,205262.0,Driver,d'accord ne t'inquite pas je suis du même cas ,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:28:30,1
175,192267.0,Navigator,commence gros ou laisse moi la main,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:28:44,1
176,205262.0,Driver,je te laisse la main si tu veut ,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:28:58,1
177,205262.0,Navigator,ok pour le début ça commence bien ,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:30:15,1
178,192267.0,Driver,"je réfléchis par quoi commencé, si tu sais : fais",27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:30:51,1
179,205262.0,Navigator,mais il faut que l'on parcours les deux tableaux ,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:31:28,1
180,205262.0,Navigator,et tu as raison pour le tableau vide,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:31:43,1
181,192267.0,Driver,t'as récupérer la main,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:32:20,1
182,205262.0,Navigator,ok,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:32:26,1
183,192267.0,Driver,continue,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:32:29,1
184,192267.0,Driver,,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:32:29,1
185,192267.0,Driver,,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:32:29,1
186,192267.0,Driver,,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:32:29,1
187,192267.0,Driver,,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:32:29,1
188,192267.0,Driver,,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:32:29,1
189,192267.0,Driver,,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:32:29,1
190,192267.0,Driver,,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:32:29,1
191,192267.0,Driver,,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:32:29,1
192,192267.0,Driver,,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:32:29,1
193,192267.0,Driver,,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:32:29,1
194,192267.0,Driver,,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:32:29,1
195,192267.0,Driver,,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:32:29,1
196,192267.0,Driver,,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:32:29,1
197,192267.0,Driver,,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:32:30,1
198,192267.0,Driver,,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:32:30,1
199,192267.0,Driver,,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:32:30,1
200,192267.0,Driver,,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:32:30,1
201,192267.0,Driver,oups,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:32:32,1
202,205262.0,Navigator,pg,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:32:38,1
203,205262.0,Navigator,il faudrait que 'on prenne l'indice,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:34:25,1
204,192267.0,Driver,c'est i l'indice,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:34:43,1
205,205262.0,Navigator,et qu'il soit mis dans egal,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:34:50,1
206,205262.0,Navigator,oui,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:35:01,1
207,192267.0,Driver,vsy je fais,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:35:06,1
208,205262.0,Navigator,ok,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:35:18,1
209,205262.0,Navigator,copie colle,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:36:25,1
210,192267.0,Driver,de quoi ?,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:36:34,1
211,205262.0,Navigator,non laisse tomber,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:36:48,1
212,205262.0,Navigator,ja,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:36:50,1
213,205262.0,Navigator,j'allais de proposer de copier coller mais non,27,8ff07ecb-9b6a-4032-b484-e88511323d3c,2024-10-09,04:37:09,1
